CFIPS,YEAR,AGE,COUNTY,MALE,FEMALE,TOTAL
57,2019,95 and over,Jackson,0,1,1
59,2019,0 to 4,Jefferson,15165,14524,29690
59,2019,5 to 9,Jefferson,15897,15308,31205
59,2019,10 to 14,Jefferson,17186,16435,33621
59,2019,15 to 19,Jefferson,17801,16738,34540
59,2019,20 to 24,Jefferson,17731,16334,34065
59,2019,25 to 29,Jefferson,20465,18611,39075
59,2019,30 to 34,Jefferson,21548,20001,41549
59,2019,35 to 39,Jefferson,20611,19797,40410
59,2019,40 to 44,Jefferson,18471,18053,36524
59,2019,45 to 49,Jefferson,18827,18746,37573
59,2019,50 to 54,Jefferson,18642,19565,38207
59,2019,55 to 59,Jefferson,21213,23216,44428
59,2019,60 to 64,Jefferson,20690,22172,42863
59,2019,65 to 69,Jefferson,16601,18733,35334
59,2019,70 to 74,Jefferson,12079,13818,25897
59,2019,75 to 79,Jefferson,7258,9046,16304
59,2019,80 to 84,Jefferson,4505,5923,10428
59,2019,85 to 89,Jefferson,2715,3951,6666
59,2019,90 to 94,Jefferson,1208,2211,3419
59,2019,95 and over,Jefferson,354,930,1284
61,2019,0 to 4,Kiowa,42,41,83
61,2019,5 to 9,Kiowa,39,42,81
61,2019,10 to 14,Kiowa,36,47,82
61,2019,15 to 19,Kiowa,46,42,88
61,2019,20 to 24,Kiowa,39,32,71
61,2019,25 to 29,Kiowa,38,36,72
61,2019,30 to 34,Kiowa,23,23,47
61,2019,35 to 39,Kiowa,50,36,90
61,2019,40 to 44,Kiowa,37,32,69
61,2019,45 to 49,Kiowa,35,47,80
61,2019,50 to 54,Kiowa,33,33,68
61,2019,55 to 59,Kiowa,55,67,122
61,2019,60 to 64,Kiowa,49,54,105
61,2019,65 to 69,Kiowa,63,52,114
61,2019,70 to 74,Kiowa,35,40,75
61,2019,75 to 79,Kiowa,29,27,55
61,2019,80 to 84,Kiowa,18,33,53
61,2019,85 to 89,Kiowa,10,8,18
61,2019,90 to 94,Kiowa,7,8,15
61,2019,95 and over,Kiowa,1,5,5
63,2019,0 to 4,Kit Carson,241,231,473
63,2019,5 to 9,Kit Carson,228,227,455
63,2019,10 to 14,Kit Carson,243,256,499
63,2019,15 to 19,Kit Carson,221,203,422
63,2019,20 to 24,Kit Carson,220,195,415
63,2019,25 to 29,Kit Carson,245,195,442
63,2019,30 to 34,Kit Carson,279,192,472
63,2019,35 to 39,Kit Carson,319,192,510
63,2019,40 to 44,Kit Carson,263,194,457
63,2019,45 to 49,Kit Carson,220,179,400
63,2019,50 to 54,Kit Carson,248,179,428
63,2019,55 to 59,Kit Carson,287,235,523
63,2019,60 to 64,Kit Carson,252,217,470
63,2019,65 to 69,Kit Carson,164,158,322
63,2019,70 to 74,Kit Carson,125,127,252
63,2019,75 to 79,Kit Carson,104,135,239
63,2019,80 to 84,Kit Carson,77,85,163
63,2019,85 to 89,Kit Carson,46,57,104
63,2019,90 to 94,Kit Carson,22,37,59
63,2019,95 and over,Kit Carson,8,17,25
65,2019,0 to 4,Lake,231,220,452
65,2019,5 to 9,Lake,255,251,506
65,2019,10 to 14,Lake,303,297,600
65,2019,15 to 19,Lake,273,275,549
65,2019,20 to 24,Lake,258,240,498
65,2019,25 to 29,Lake,257,233,490
65,2019,30 to 34,Lake,310,256,568
65,2019,35 to 39,Lake,351,284,635
65,2019,40 to 44,Lake,348,278,626
65,2019,45 to 49,Lake,318,280,597
65,2019,50 to 54,Lake,245,206,452
65,2019,55 to 59,Lake,240,209,449
65,2019,60 to 64,Lake,237,199,437
65,2019,65 to 69,Lake,256,227,483
65,2019,70 to 74,Lake,170,160,330
65,2019,75 to 79,Lake,91,101,193
65,2019,80 to 84,Lake,63,55,115
65,2019,85 to 89,Lake,27,37,66
65,2019,90 to 94,Lake,8,18,26
65,2019,95 and over,Lake,2,8,10
67,2019,0 to 4,La Plata,1232,1177,2411
67,2019,5 to 9,La Plata,1464,1386,2850
67,2019,10 to 14,La Plata,1830,1714,3545
67,2019,15 to 19,La Plata,2105,1973,4078
67,2019,20 to 24,La Plata,2253,2232,4486
67,2019,25 to 29,La Plata,1639,1493,3132
67,2019,30 to 34,La Plata,1612,1418,3031
67,2019,35 to 39,La Plata,1733,1535,3269
67,2019,40 to 44,La Plata,1857,1738,3595
67,2019,45 to 49,La Plata,1949,1814,3762
67,2019,50 to 54,La Plata,1759,1803,3562
67,2019,55 to 59,La Plata,1956,2069,4026
67,2019,60 to 64,La Plata,2072,2246,4317
67,2019,65 to 69,La Plata,1919,2031,3950
67,2019,70 to 74,La Plata,1420,1344,2762
67,2019,75 to 79,La Plata,816,814,1630
67,2019,80 to 84,La Plata,479,502,980
67,2019,85 to 89,La Plata,230,281,512
67,2019,90 to 94,La Plata,100,169,271
67,2019,95 and over,La Plata,30,77,105
69,2019,0 to 4,Larimer,9199,8828,18028
69,2019,5 to 9,Larimer,10533,10130,20663
69,2019,10 to 14,Larimer,10953,10482,21435
69,2019,15 to 19,Larimer,12218,11883,24102
69,2019,20 to 24,Larimer,16940,16622,33563
69,2019,25 to 29,Larimer,12715,13995,26711
69,2019,30 to 34,Larimer,11068,10877,21943
69,2019,35 to 39,Larimer,11976,11349,23325
69,2019,40 to 44,Larimer,11926,11271,23198
69,2019,45 to 49,Larimer,11053,10613,21666
69,2019,50 to 54,Larimer,9616,9730,19346
69,2019,55 to 59,Larimer,10971,11110,22083
69,2019,60 to 64,Larimer,11083,11299,22383
69,2019,65 to 69,Larimer,9840,10265,20104
69,2019,70 to 74,Larimer,7385,8037,15421
69,2019,75 to 79,Larimer,4644,5619,10262
69,2019,80 to 84,Larimer,2679,3515,6193
69,2019,85 to 89,Larimer,1509,2275,3784
69,2019,90 to 94,Larimer,676,1295,1972
69,2019,95 and over,Larimer,212,541,754
71,2019,0 to 4,Las Animas,343,330,675
71,2019,5 to 9,Las Animas,394,357,752
71,2019,10 to 14,Las Animas,458,430,888
71,2019,15 to 19,Las Animas,367,387,754
71,2019,20 to 24,Las Animas,366,302,668
71,2019,25 to 29,Las Animas,488,372,860
71,2019,30 to 34,Las Animas,503,372,876
71,2019,35 to 39,Las Animas,489,403,890
71,2019,40 to 44,Las Animas,383,364,746
71,2019,45 to 49,Las Animas,416,389,807
71,2019,50 to 54,Las Animas,376,381,758
71,2019,55 to 59,Las Animas,489,504,993
71,2019,60 to 64,Las Animas,570,555,1127
71,2019,65 to 69,Las Animas,544,557,1101
71,2019,70 to 74,Las Animas,502,500,1004
71,2019,75 to 79,Las Animas,337,370,705
71,2019,80 to 84,Las Animas,216,259,476
71,2019,85 to 89,Las Animas,90,151,240
71,2019,90 to 94,Las Animas,53,82,133
71,2019,95 and over,Las Animas,12,31,42
73,2019,0 to 4,Lincoln,162,155,316
73,2019,5 to 9,Lincoln,174,158,332
73,2019,10 to 14,Lincoln,182,152,334
73,2019,15 to 19,Lincoln,131,134,265
73,2019,20 to 24,Lincoln,223,120,343
73,2019,25 to 29,Lincoln,260,145,405
73,2019,30 to 34,Lincoln,299,133,431
73,2019,35 to 39,Lincoln,304,152,456
73,2019,40 to 44,Lincoln,238,133,371
73,2019,45 to 49,Lincoln,158,124,282
73,2019,50 to 54,Lincoln,188,158,346
73,2019,55 to 59,Lincoln,231,159,391
73,2019,60 to 64,Lincoln,210,168,381
73,2019,65 to 69,Lincoln,131,133,264
73,2019,70 to 74,Lincoln,99,122,221
73,2019,75 to 79,Lincoln,118,99,217
73,2019,80 to 84,Lincoln,67,83,150
73,2019,85 to 89,Lincoln,48,60,109
73,2019,90 to 94,Lincoln,23,34,57
73,2019,95 and over,Lincoln,6,18,26
75,2019,0 to 4,Logan,561,536,1097
75,2019,5 to 9,Logan,574,532,1106
75,2019,10 to 14,Logan,604,606,1212
75,2019,15 to 19,Logan,664,577,1242
75,2019,20 to 24,Logan,937,522,1458
75,2019,25 to 29,Logan,1245,618,1864
75,2019,30 to 34,Logan,1124,564,1689
75,2019,35 to 39,Logan,1185,671,1855
75,2019,40 to 44,Logan,865,590,1454
75,2019,45 to 49,Logan,721,547,1267
75,2019,50 to 54,Logan,579,498,1076
75,2019,55 to 59,Logan,711,655,1367
75,2019,60 to 64,Logan,791,636,1427
75,2019,65 to 69,Logan,573,542,1116
75,2019,70 to 74,Logan,458,466,923
75,2019,75 to 79,Logan,334,382,716
75,2019,80 to 84,Logan,223,284,505
75,2019,85 to 89,Logan,128,203,331
75,2019,90 to 94,Logan,53,94,146
75,2019,95 and over,Logan,15,46,61
77,2019,0 to 4,Mesa,4317,4128,8443
77,2019,5 to 9,Mesa,4803,4570,9373
77,2019,10 to 14,Mesa,5071,5099,10171
77,2019,15 to 19,Mesa,5523,5197,10721
77,2019,20 to 24,Mesa,5125,4906,10031
77,2019,25 to 29,Mesa,4731,4588,9317
77,2019,30 to 34,Mesa,4781,4489,9270
77,2019,35 to 39,Mesa,5327,4992,10316
77,2019,40 to 44,Mesa,4641,4353,8993
77,2019,45 to 49,Mesa,4409,4174,8582
77,2019,50 to 54,Mesa,4213,4185,8399
77,2019,55 to 59,Mesa,4864,5290,10155
77,2019,60 to 64,Mesa,5164,5400,10566
77,2019,65 to 69,Mesa,4644,4994,9636
77,2019,70 to 74,Mesa,3601,3916,7517
77,2019,75 to 79,Mesa,2491,2851,5342
77,2019,80 to 84,Mesa,1656,2045,3702
77,2019,85 to 89,Mesa,1032,1427,2458
77,2019,90 to 94,Mesa,487,898,1388
77,2019,95 and over,Mesa,166,384,551
79,2019,0 to 4,Mineral,16,16,31
79,2019,5 to 9,Mineral,15,21,35
79,2019,10 to 14,Mineral,17,12,25
79,2019,15 to 19,Mineral,21,16,37
79,2019,20 to 24,Mineral,14,11,26
79,2019,25 to 29,Mineral,22,10,33
79,2019,30 to 34,Mineral,17,15,32
79,2019,35 to 39,Mineral,23,26,49
79,2019,40 to 44,Mineral,19,19,36
79,2019,45 to 49,Mineral,17,22,37
79,2019,50 to 54,Mineral,11,13,28
79,2019,55 to 59,Mineral,33,28,61
79,2019,60 to 64,Mineral,31,32,63
79,2019,65 to 69,Mineral,54,38,92
79,2019,70 to 74,Mineral,41,38,79
79,2019,75 to 79,Mineral,23,33,56
79,2019,80 to 84,Mineral,11,15,26
79,2019,85 to 89,Mineral,5,8,12
79,2019,90 to 94,Mineral,2,1,5
79,2019,95 and over,Mineral,0,1,1
81,2019,0 to 4,Moffat,450,430,879
81,2019,5 to 9,Moffat,467,429,895
81,2019,10 to 14,Moffat,567,471,1037
81,2019,15 to 19,Moffat,505,498,1005
81,2019,20 to 24,Moffat,359,336,695
81,2019,25 to 29,Moffat,334,326,658
81,2019,30 to 34,Moffat,390,395,786
81,2019,35 to 39,Moffat,478,462,941
81,2019,40 to 44,Moffat,454,405,858
81,2019,45 to 49,Moffat,389,392,781
81,2019,50 to 54,Moffat,404,375,777
81,2019,55 to 59,Moffat,458,458,917
81,2019,60 to 64,Moffat,423,445,869
81,2019,65 to 69,Moffat,394,361,755
81,2019,70 to 74,Moffat,281,256,538
81,2019,75 to 79,Moffat,190,188,379
81,2019,80 to 84,Moffat,107,110,216
81,2019,85 to 89,Moffat,61,96,158
81,2019,90 to 94,Moffat,24,54,76
81,2019,95 and over,Moffat,9,26,34
83,2019,0 to 4,Montezuma,739,710,1448
83,2019,5 to 9,Montezuma,837,796,1636
83,2019,10 to 14,Montezuma,894,801,1695
83,2019,15 to 19,Montezuma,864,820,1683
83,2019,20 to 24,Montezuma,713,661,1373
83,2019,25 to 29,Montezuma,675,657,1332
83,2019,30 to 34,Montezuma,738,708,1447
83,2019,35 to 39,Montezuma,768,770,1537
83,2019,40 to 44,Montezuma,698,721,1419
83,2019,45 to 49,Montezuma,727,742,1471
83,2019,50 to 54,Montezuma,722,781,1502
83,2019,55 to 59,Montezuma,836,909,1745
83,2019,60 to 64,Montezuma,890,1028,1916
83,2019,65 to 69,Montezuma,926,998,1923
83,2019,70 to 74,Montezuma,751,827,1578
83,2019,75 to 79,Montezuma,484,545,1029
83,2019,80 to 84,Montezuma,321,351,673
83,2019,85 to 89,Montezuma,197,247,446
83,2019,90 to 94,Montezuma,82,135,217
83,2019,95 and over,Montezuma,29,60,90
85,2019,0 to 4,Montrose,1099,1052,2152
85,2019,5 to 9,Montrose,1244,1175,2419
85,2019,10 to 14,Montrose,1465,1385,2849
85,2019,15 to 19,Montrose,1533,1442,2975
85,2019,20 to 24,Montrose,1273,1233,2506
85,2019,25 to 29,Montrose,920,881,1800
85,2019,30 to 34,Montrose,948,883,1833
85,2019,35 to 39,Montrose,1269,1260,2530
85,2019,40 to 44,Montrose,1129,1205,2332
85,2019,45 to 49,Montrose,1232,1307,2540
85,2019,50 to 54,Montrose,1282,1303,2585
85,2019,55 to 59,Montrose,1454,1528,2981
85,2019,60 to 64,Montrose,1497,1589,3088
85,2019,65 to 69,Montrose,1343,1533,2877
85,2019,70 to 74,Montrose,1246,1344,2591
85,2019,75 to 79,Montrose,925,1036,1961
85,2019,80 to 84,Montrose,662,744,1406
85,2019,85 to 89,Montrose,329,454,784
85,2019,90 to 94,Montrose,143,241,384
85,2019,95 and over,Montrose,45,127,171
87,2019,0 to 4,Morgan,1101,1055,2157
87,2019,5 to 9,Morgan,1071,1052,2124
87,2019,10 to 14,Morgan,1064,1073,2137
87,2019,15 to 19,Morgan,1068,1006,2073
87,2019,20 to 24,Morgan,953,910,1862
87,2019,25 to 29,Morgan,870,849,1718
87,2019,30 to 34,Morgan,810,926,1736
87,2019,35 to 39,Morgan,946,897,1843
87,2019,40 to 44,Morgan,785,829,1614
87,2019,45 to 49,Morgan,795,838,1633
87,2019,50 to 54,Morgan,857,844,1703
87,2019,55 to 59,Morgan,947,899,1845
87,2019,60 to 64,Morgan,841,856,1696
87,2019,65 to 69,Morgan,683,759,1442
87,2019,70 to 74,Morgan,558,631,1189
87,2019,75 to 79,Morgan,401,484,885
87,2019,80 to 84,Morgan,302,351,652
87,2019,85 to 89,Morgan,156,249,404
87,2019,90 to 94,Morgan,70,133,203
87,2019,95 and over,Morgan,20,45,65
89,2019,0 to 4,Otero,565,540,1104
89,2019,5 to 9,Otero,615,612,1227
89,2019,10 to 14,Otero,668,636,1305
89,2019,15 to 19,Otero,606,552,1158
89,2019,20 to 24,Otero,501,423,924
89,2019,25 to 29,Otero,570,542,1112
89,2019,30 to 34,Otero,501,517,1019
89,2019,35 to 39,Otero,500,581,1081
89,2019,40 to 44,Otero,504,544,1047
89,2019,45 to 49,Otero,492,520,1012
89,2019,50 to 54,Otero,510,543,1053
89,2019,55 to 59,Otero,581,637,1218
89,2019,60 to 64,Otero,594,607,1200
89,2019,65 to 69,Otero,577,588,1164
89,2019,70 to 74,Otero,419,470,889
89,2019,75 to 79,Otero,302,368,671
89,2019,80 to 84,Otero,228,295,523
89,2019,85 to 89,Otero,146,213,359
89,2019,90 to 94,Otero,55,103,158
89,2019,95 and over,Otero,15,43,59
91,2019,0 to 4,Ouray,81,77,158
91,2019,5 to 9,Ouray,113,119,232
91,2019,10 to 14,Ouray,133,112,244
91,2019,15 to 19,Ouray,135,141,279
91,2019,20 to 24,Ouray,122,124,246
91,2019,25 to 29,Ouray,133,111,244
91,2019,30 to 34,Ouray,96,99,194
91,2019,35 to 39,Ouray,125,131,256
91,2019,40 to 44,Ouray,145,121,266
91,2019,45 to 49,Ouray,178,153,331
91,2019,50 to 54,Ouray,147,160,306
91,2019,55 to 59,Ouray,185,198,382
91,2019,60 to 64,Ouray,202,231,432
91,2019,65 to 69,Ouray,219,231,453
91,2019,70 to 74,Ouray,206,211,416
91,2019,75 to 79,Ouray,123,134,257
91,2019,80 to 84,Ouray,72,53,124
91,2019,85 to 89,Ouray,32,33,65
91,2019,90 to 94,Ouray,16,22,38
91,2019,95 and over,Ouray,3,8,12
93,2019,0 to 4,Park,376,362,738
93,2019,5 to 9,Park,419,414,834
93,2019,10 to 14,Park,563,507,1068
93,2019,15 to 19,Park,465,462,924
93,2019,20 to 24,Park,433,371,804
93,2019,25 to 29,Park,446,425,872
93,2019,30 to 34,Park,422,382,803
93,2019,35 to 39,Park,539,500,1040
93,2019,40 to 44,Park,578,510,1089
93,2019,45 to 49,Park,702,645,1348
93,2019,50 to 54,Park,708,701,1411
93,2019,55 to 59,Park,946,887,1834
93,2019,60 to 64,Park,1005,1011,2015
93,2019,65 to 69,Park,859,820,1677
93,2019,70 to 74,Park,624,581,1204
93,2019,75 to 79,Park,369,331,700
93,2019,80 to 84,Park,161,129,290
93,2019,85 to 89,Park,61,66,126
93,2019,90 to 94,Park,18,32,50
93,2019,95 and over,Park,5,9,14
95,2019,0 to 4,Phillips,139,133,272
95,2019,5 to 9,Phillips,136,134,269
95,2019,10 to 14,Phillips,152,148,300
95,2019,15 to 19,Phillips,131,139,270
95,2019,20 to 24,Phillips,106,106,214
95,2019,25 to 29,Phillips,98,104,202
95,2019,30 to 34,Phillips,99,85,184
95,2019,35 to 39,Phillips,124,116,239
95,2019,40 to 44,Phillips,107,115,221
95,2019,45 to 49,Phillips,113,125,241
95,2019,50 to 54,Phillips,149,121,270
95,2019,55 to 59,Phillips,144,150,295
95,2019,60 to 64,Phillips,145,156,300
95,2019,65 to 69,Phillips,133,125,259
95,2019,70 to 74,Phillips,113,105,219
95,2019,75 to 79,Phillips,84,100,183
95,2019,80 to 84,Phillips,61,84,145
95,2019,85 to 89,Phillips,46,68,114
95,2019,90 to 94,Phillips,20,35,56
95,2019,95 and over,Phillips,6,20,27
97,2019,0 to 4,Pitkin,334,320,653
97,2019,5 to 9,Pitkin,322,311,632
97,2019,10 to 14,Pitkin,389,328,715
97,2019,15 to 19,Pitkin,437,419,856
97,2019,20 to 24,Pitkin,472,506,979
97,2019,25 to 29,Pitkin,781,698,1479
97,2019,30 to 34,Pitkin,613,584,1197
97,2019,35 to 39,Pitkin,681,551,1234
97,2019,40 to 44,Pitkin,487,459,945
97,2019,45 to 49,Pitkin,741,561,1302
97,2019,50 to 54,Pitkin,724,600,1324
97,2019,55 to 59,Pitkin,636,659,1294
97,2019,60 to 64,Pitkin,728,697,1428
97,2019,65 to 69,Pitkin,717,679,1395
97,2019,70 to 74,Pitkin,576,539,1115
97,2019,75 to 79,Pitkin,352,295,647
97,2019,80 to 84,Pitkin,161,127,287
97,2019,85 to 89,Pitkin,93,72,167
97,2019,90 to 94,Pitkin,40,42,81
97,2019,95 and over,Pitkin,11,16,28
99,2019,0 to 4,Prowers,434,415,848
99,2019,5 to 9,Prowers,437,416,851
99,2019,10 to 14,Prowers,509,468,976
99,2019,15 to 19,Prowers,415,396,812
99,2019,20 to 24,Prowers,334,302,636
99,2019,25 to 29,Prowers,362,328,691
99,2019,30 to 34,Prowers,340,353,692
99,2019,35 to 39,Prowers,381,396,779
99,2019,40 to 44,Prowers,356,395,751
99,2019,45 to 49,Prowers,371,341,711
99,2019,50 to 54,Prowers,307,324,630
99,2019,55 to 59,Prowers,381,420,801
99,2019,60 to 64,Prowers,385,393,778
99,2019,65 to 69,Prowers,322,365,687
99,2019,70 to 74,Prowers,270,290,561
99,2019,75 to 79,Prowers,170,203,373
99,2019,80 to 84,Prowers,112,149,260
99,2019,85 to 89,Prowers,60,107,166
99,2019,90 to 94,Prowers,29,56,85
99,2019,95 and over,Prowers,10,21,33
101,2019,0 to 4,Pueblo,4703,4500,9204
101,2019,5 to 9,Pueblo,4993,4693,9686
101,2019,10 to 14,Pueblo,5743,5446,11189
101,2019,15 to 19,Pueblo,6076,5836,11914
101,2019,20 to 24,Pueblo,6348,5755,12103
101,2019,25 to 29,Pueblo,5910,5247,11158
101,2019,30 to 34,Pueblo,4455,4630,9084
101,2019,35 to 39,Pueblo,4958,5157,10116
101,2019,40 to 44,Pueblo,4832,5028,9860
101,2019,45 to 49,Pueblo,4862,5042,9902
101,2019,50 to 54,Pueblo,4814,4996,9811
101,2019,55 to 59,Pueblo,5285,5725,11011
101,2019,60 to 64,Pueblo,5235,5816,11051
101,2019,65 to 69,Pueblo,4756,5334,10091
101,2019,70 to 74,Pueblo,3979,4384,8364
101,2019,75 to 79,Pueblo,2511,3087,5600
101,2019,80 to 84,Pueblo,1691,2150,3841
101,2019,85 to 89,Pueblo,1003,1508,2509
101,2019,90 to 94,Pueblo,437,781,1218
101,2019,95 and over,Pueblo,116,282,397
103,2019,0 to 4,Rio Blanco,182,172,352
103,2019,5 to 9,Rio Blanco,218,194,413
103,2019,10 to 14,Rio Blanco,229,232,461
103,2019,15 to 19,Rio Blanco,219,187,404
103,2019,20 to 24,Rio Blanco,177,168,345
103,2019,25 to 29,Rio Blanco,186,176,363
103,2019,30 to 34,Rio Blanco,218,204,421
103,2019,35 to 39,Rio Blanco,242,219,464
103,2019,40 to 44,Rio Blanco,191,193,384
103,2019,45 to 49,Rio Blanco,197,176,372
103,2019,50 to 54,Rio Blanco,190,166,353
103,2019,55 to 59,Rio Blanco,225,231,457
103,2019,60 to 64,Rio Blanco,224,226,451
103,2019,65 to 69,Rio Blanco,179,165,345
103,2019,70 to 74,Rio Blanco,137,135,271
103,2019,75 to 79,Rio Blanco,94,91,183
103,2019,80 to 84,Rio Blanco,54,74,127
103,2019,85 to 89,Rio Blanco,35,41,75
103,2019,90 to 94,Rio Blanco,17,26,44
103,2019,95 and over,Rio Blanco,7,11,18
105,2019,0 to 4,Rio Grande,332,317,649
105,2019,5 to 9,Rio Grande,387,376,765
105,2019,10 to 14,Rio Grande,400,389,788
105,2019,15 to 19,Rio Grande,391,352,741
105,2019,20 to 24,Rio Grande,276,261,537
105,2019,25 to 29,Rio Grande,278,295,570
105,2019,30 to 34,Rio Grande,308,310,617
105,2019,35 to 39,Rio Grande,325,320,645
105,2019,40 to 44,Rio Grande,312,356,670
105,2019,45 to 49,Rio Grande,323,341,663
105,2019,50 to 54,Rio Grande,328,338,668
105,2019,55 to 59,Rio Grande,353,402,754
105,2019,60 to 64,Rio Grande,392,422,815
105,2019,65 to 69,Rio Grande,378,372,752
105,2019,70 to 74,Rio Grande,285,304,589
105,2019,75 to 79,Rio Grande,223,247,470
105,2019,80 to 84,Rio Grande,125,135,261
105,2019,85 to 89,Rio Grande,70,99,169
105,2019,90 to 94,Rio Grande,37,50,87
105,2019,95 and over,Rio Grande,10,18,28
107,2019,0 to 4,Routt,607,583,1190
107,2019,5 to 9,Routt,696,684,1381
107,2019,10 to 14,Routt,801,774,1574
107,2019,15 to 19,Routt,814,778,1591
107,2019,20 to 24,Routt,695,657,1351
107,2019,25 to 29,Routt,786,666,1452
107,2019,30 to 34,Routt,1052,867,1920
107,2019,35 to 39,Routt,1162,1095,2257
107,2019,40 to 44,Routt,1079,868,1948
107,2019,45 to 49,Routt,1032,896,1929
107,2019,50 to 54,Routt,844,774,1617
107,2019,55 to 59,Routt,819,821,1641
107,2019,60 to 64,Routt,844,826,1671
107,2019,65 to 69,Routt,835,764,1601
107,2019,70 to 74,Routt,648,624,1271
107,2019,75 to 79,Routt,330,313,644
107,2019,80 to 84,Routt,173,170,342
107,2019,85 to 89,Routt,88,94,181
107,2019,90 to 94,Routt,26,43,70
107,2019,95 and over,Routt,6,16,20
109,2019,0 to 4,Saguache,190,182,373
109,2019,5 to 9,Saguache,201,206,407
109,2019,10 to 14,Saguache,241,243,484
109,2019,15 to 19,Saguache,185,197,382
109,2019,20 to 24,Saguache,151,137,288
109,2019,25 to 29,Saguache,183,176,360
109,2019,30 to 34,Saguache,195,191,386
109,2019,35 to 39,Saguache,217,207,425
109,2019,40 to 44,Saguache,207,189,394
109,2019,45 to 49,Saguache,193,169,362
109,2019,50 to 54,Saguache,201,205,404
109,2019,55 to 59,Saguache,199,236,436
109,2019,60 to 64,Saguache,237,222,460
109,2019,65 to 69,Saguache,286,279,563
109,2019,70 to 74,Saguache,253,230,484
109,2019,75 to 79,Saguache,156,155,311
109,2019,80 to 84,Saguache,89,85,173
109,2019,85 to 89,Saguache,43,46,89
109,2019,90 to 94,Saguache,12,19,32
109,2019,95 and over,Saguache,3,9,12
111,2019,0 to 4,San Juan,11,11,23
111,2019,5 to 9,San Juan,16,15,32
111,2019,10 to 14,San Juan,21,16,40
111,2019,15 to 19,San Juan,24,13,37
111,2019,20 to 24,San Juan,23,12,36
111,2019,25 to 29,San Juan,14,12,26
111,2019,30 to 34,San Juan,15,25,41
111,2019,35 to 39,San Juan,31,30,61
111,2019,40 to 44,San Juan,25,23,48
111,2019,45 to 49,San Juan,26,26,55
111,2019,50 to 54,San Juan,25,18,43
111,2019,55 to 59,San Juan,23,19,41
111,2019,60 to 64,San Juan,27,23,50
111,2019,65 to 69,San Juan,28,27,54
111,2019,70 to 74,San Juan,35,38,73
111,2019,75 to 79,San Juan,28,17,48
111,2019,80 to 84,San Juan,8,6,14
111,2019,85 to 89,San Juan,4,4,7
111,2019,90 to 94,San Juan,1,2,3
111,2019,95 and over,San Juan,0,0,0
113,2019,0 to 4,San Miguel,181,175,356
113,2019,5 to 9,San Miguel,238,228,465
113,2019,10 to 14,San Miguel,284,269,554
113,2019,15 to 19,San Miguel,239,229,469
113,2019,20 to 24,San Miguel,203,202,404
113,2019,25 to 29,San Miguel,214,194,408
113,2019,30 to 34,San Miguel,342,310,652
113,2019,35 to 39,San Miguel,413,326,740
113,2019,40 to 44,San Miguel,318,278,596
113,2019,45 to 49,San Miguel,339,303,642
113,2019,50 to 54,San Miguel,321,274,597
113,2019,55 to 59,San Miguel,287,243,530
113,2019,60 to 64,San Miguel,257,250,504
113,2019,65 to 69,San Miguel,291,263,554
113,2019,70 to 74,San Miguel,207,174,380
113,2019,75 to 79,San Miguel,108,86,194
113,2019,80 to 84,San Miguel,34,37,70
113,2019,85 to 89,San Miguel,17,21,39
113,2019,90 to 94,San Miguel,8,8,15
113,2019,95 and over,San Miguel,2,3,6
115,2019,0 to 4,Sedgwick,49,45,93
115,2019,5 to 9,Sedgwick,68,66,134
115,2019,10 to 14,Sedgwick,66,71,137
115,2019,15 to 19,Sedgwick,51,53,105
115,2019,20 to 24,Sedgwick,58,44,100
115,2019,25 to 29,Sedgwick,52,47,98
115,2019,30 to 34,Sedgwick,51,55,105
115,2019,35 to 39,Sedgwick,59,56,114
115,2019,40 to 44,Sedgwick,60,60,123
115,2019,45 to 49,Sedgwick,59,57,114
115,2019,50 to 54,Sedgwick,68,57,128
115,2019,55 to 59,Sedgwick,67,90,158
115,2019,60 to 64,Sedgwick,115,92,208
115,2019,65 to 69,Sedgwick,81,97,178
115,2019,70 to 74,Sedgwick,77,64,141
115,2019,75 to 79,Sedgwick,42,56,96
115,2019,80 to 84,Sedgwick,36,43,80
115,2019,85 to 89,Sedgwick,27,38,65
115,2019,90 to 94,Sedgwick,13,22,38
115,2019,95 and over,Sedgwick,4,12,15
117,2019,0 to 4,Summit,648,620,1267
117,2019,5 to 9,Summit,576,559,1135
117,2019,10 to 14,Summit,667,617,1287
117,2019,15 to 19,Summit,606,586,1190
117,2019,20 to 24,Summit,1301,1032,2332
117,2019,25 to 29,Summit,2216,1925,4142
117,2019,30 to 34,Summit,2066,2057,4123
117,2019,35 to 39,Summit,1213,961,2174
117,2019,40 to 44,Summit,1033,697,1732
117,2019,45 to 49,Summit,1145,888,2034
117,2019,50 to 54,Summit,984,825,1809
117,2019,55 to 59,Summit,907,811,1718
117,2019,60 to 64,Summit,901,808,1710
117,2019,65 to 69,Summit,823,784,1608
117,2019,70 to 74,Summit,709,637,1345
117,2019,75 to 79,Summit,428,379,808
117,2019,80 to 84,Summit,179,161,341
117,2019,85 to 89,Summit,95,66,161
117,2019,90 to 94,Summit,31,25,57
117,2019,95 and over,Summit,6,7,15
119,2019,0 to 4,Teller,500,481,983
119,2019,5 to 9,Teller,597,587,1184
119,2019,10 to 14,Teller,719,665,1385
119,2019,15 to 19,Teller,759,648,1407
119,2019,20 to 24,Teller,692,675,1368
